target,n_samples,best_params,rmse_5fold,mae_5fold,r2_5fold,rmse_loocv,mae_loocv,r2_loocv
pH,69,"{'n_committees': 10, 'neighbors': None, 'unbiased': False}",0.46527356020152344,0.2838705535556959,-0.08517475623013504,0.42466419442469033,0.24157842359681062,0.0959879390084124
CEC,69,"{'n_committees': 10, 'neighbors': None, 'unbiased': True}",3.3650244305135852,2.2792375827181166,0.038601060880803284,3.167129996448627,2.1861491687055947,0.1483542676251527
Na_cmol,69,"{'n_committees': 20, 'neighbors': 5, 'unbiased': False}",0.26761660338623544,0.19604715125453348,0.44122457554085914,0.24607170420700947,0.19182572739509832,0.5275731824261232
ESP,69,"{'n_committees': 10, 'neighbors': None, 'unbiased': False}",2.0175784607603773,1.626946029630523,0.4842251664986784,2.1448525088777015,1.7380895609752671,0.4170998751507766
