target,mode,rmse,mae,bias
pH,local_only,0.4394812291213356,0.27753166666666756,0.04481166666666915
pH,local_plus_ansis,0.4405422534997607,0.272983690680706,0.04513283732468372
CEC,local_only,3.040060557922052,2.0537916666666676,0.25177500000000247
CEC,local_plus_ansis,3.097825926755019,2.065345854607298,0.299187820473547
