target,mode,rmse,mae,bias
pH,filtered_cv,1.1308084276304273,0.8421800000000002,0.130980000000001
CEC,filtered_cv,6.222079406339975,4.482520000000001,0.7921639999999995
pH,local_raw,1.8200770393493442,1.791575000000002,1.7745083333333354
pH,local_calibrated,0.3906385551363029,0.22036034529340293,3.9968028886505636e-16
pH,local_calib_coeff,0.41110375700803353,2.011314221583046,0.0
CEC,local_raw,9.688955493414921,9.394582500000007,9.215312500000008
CEC,local_calibrated,2.9856639697228653,2.0600467435717547,3.241851231905457e-15
CEC,local_calib_coeff,0.81203303384206,-5.985354725175811,0.0
