target,n_features,rmse,mae,r2,features
pH,10,0.3908055828530078,0.22689903362937597,0.23439557597854432,"A24,A00,A39,A30,A35,A18,A53,A04,A44,A06"
CEC,12,2.751189263961687,1.880468557813893,0.3573594257765139,"A09,A00,A39,A44,A24,A52,A60,A35,A53,A33,A30,A18"
ESP,12,1.8957507709196275,1.517125314888747,0.544444267015157,"A35,A58,A05,A51,A09,A44,A31,A60,A56,A23,A41,A10"
