paddock,sample_id,lat,lon,ph,cec_cmolkg,esp_pct,na_cmolkg,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
HILLPDK,17,-34.28292704299473,147.29083760945832,4.77,7.9,6.604292790313703,0.5217391304347826,-0.10340638216070744,0.2364628988850442,0.1929104190695886,0.03254133025759323,-0.2288965782391388,-0.13588619761630144,0.2364628988850442,0.29287197231833906,0.07972318339100345,0.01574778931180315,0.04822760476739715,-0.012056901191849288,-0.017777777777777778,0.21413302575932336,-0.024605920799692427,-0.15378700499807765,-0.07972318339100345,0.06698961937716265,-0.10340638216070744,0.06698961937716265,-0.08882737408688965,0.09356401384083046,-0.08421376393694734,-0.006151480199923107,0.05536332179930796,-0.16633602460592078,-0.03844675124951941,-0.0629911572472126,-0.017777777777777778,-0.19986159169550174,-0.16633602460592078,-0.15378700499807765,-0.11374086889657825,-0.11909265667051133,0.07972318339100345,-0.0271280276816609,-0.13016532103037293,5.536332179930795E-4,-0.01384083044982699,0.03844675124951941,-0.1929104190695886,0.024605920799692427,-0.06698961937716265,-0.0271280276816609,0.2069357939254133,-0.13588619761630144,-0.08421376393694734,-0.11909265667051133,-0.008858131487889272,0.03543252595155709,0.1929104190695886,-0.05536332179930796,-0.16000000000000003,0.07111111111111111,-5.536332179930795E-4,-0.1929104190695886,-0.024605920799692427,-0.06698961937716265,-0.09356401384083046,-0.11374086889657825,-0.019930795847750864,0.044844290657439445,0.09842368319876971,0.1929104190695886
HILLPDK,3,-34.287401703439286,147.28335735171862,4.44,5.2,0.9782608695652172,0.0508695652173913,-0.12456747404844293,0.19986159169550174,0.21413302575932336,0.07535563244905807,-0.22145328719723184,-0.13016532103037293,0.2288965782391388,0.31009611687812383,0.07111111111111111,-0.017777777777777778,0.04822760476739715,-0.024605920799692427,-0.004982698961937716,0.1929104190695886,-0.05536332179930796,-0.17279507881584008,-0.08882737408688965,0.08421376393694734,-0.08421376393694734,0.05536332179930796,-0.09356401384083046,0.07972318339100345,-0.08421376393694734,-0.0271280276816609,0.04822760476739715,-0.13588619761630144,-0.029773164167627833,-0.07111111111111111,-0.041584006151480196,-0.22145328719723184,-0.186082276047674,-0.16633602460592078,-0.08421376393694734,-0.12456747404844293,0.07535563244905807,-0.010396001537870049,-0.13016532103037293,-0.012056901191849288,-0.012056901191849288,0.04822760476739715,-0.186082276047674,0.03543252595155709,-0.06698961937716265,-0.03543252595155709,0.2069357939254133,-0.16000000000000003,-0.09842368319876971,-0.13588619761630144,-0.007443291041906958,0.041584006151480196,0.2069357939254133,-0.05536332179930796,-0.17279507881584008,0.07111111111111111,0.0015378700499807767,-0.17937716262975778,-0.03543252595155709,-0.017777777777777778,-0.11374086889657825,-0.08882737408688965,0.0271280276816609,0.022206843521722412,0.09356401384083046,0.2069357939254133
HILLPDK,4,-34.285391259043465,147.28346558541344,4.31,3.6,1.328502415458937,0.0478260869565217,-0.08421376393694734,0.2069357939254133,0.22145328719723184,0.06698961937716265,-0.22145328719723184,-0.11374086889657825,0.2679584775086506,0.31009611687812383,0.07535563244905807,-0.017777777777777778,0.05536332179930796,-0.029773164167627833,-0.006151480199923107,0.2069357939254133,-0.024605920799692427,-0.16633602460592078,-0.08882737408688965,0.05536332179930796,-0.07972318339100345,0.07535563244905807,-0.10340638216070744,0.08421376393694734,-0.08421376393694734,-0.0271280276816609,0.019930795847750864,-0.12456747404844293,-0.03254133025759323,-0.0629911572472126,-0.04822760476739715,-0.2288965782391388,-0.17937716262975778,-0.16000000000000003,-0.14173010380622836,-0.13016532103037293,0.08882737408688965,-0.022206843521722412,-0.14173010380622836,0.022206843521722412,-0.05911572472126105,0.03844675124951941,-0.1929104190695886,-0.004982698961937716,-0.05536332179930796,-0.029773164167627833,0.2288965782391388,-0.14173010380622836,-0.11374086889657825,-0.1085121107266436,-0.012056901191849288,0.03844675124951941,0.16633602460592078,-0.05536332179930796,-0.15378700499807765,0.08882737408688965,-0.012056901191849288,-0.17937716262975778,-0.019930795847750864,-0.03543252595155709,-0.09842368319876971,-0.10340638216070744,0.007443291041906958,0.008858131487889272,0.07111111111111111,0.17937716262975778
HILLPDK,7,-34.282358140655475,147.28653874745584,4.58,6.7,8.695652173913043,0.5826086956521739,-0.11374086889657825,0.2069357939254133,0.21413302575932336,0.08421376393694734,-0.21413302575932336,-0.13016532103037293,0.2288965782391388,0.29287197231833906,0.07972318339100345,-9.84236831987697E-4,0.05911572472126105,-0.017777777777777778,-0.03844675124951941,0.19986159169550174,-0.044844290657439445,-0.16633602460592078,-0.09356401384083046,0.07972318339100345,-0.08421376393694734,0.05173394848135333,-0.09842368319876971,0.10340638216070744,-0.08421376393694734,-0.01574778931180315,0.05911572472126105,-0.14173010380622836,-0.044844290657439445,-0.05911572472126105,-0.024605920799692427,-0.2364628988850442,-0.16633602460592078,-0.14769703960015382,-0.08421376393694734,-0.11374086889657825,0.08421376393694734,-0.03254133025759323,-0.12456747404844293,-0.003014225297962322,-0.012056901191849288,0.029773164167627833,-0.1929104190695886,0.029773164167627833,-0.044844290657439445,-0.05536332179930796,0.2069357939254133,-0.16000000000000003,-0.09356401384083046,-0.12456747404844293,0.004982698961937716,0.06698961937716265,0.2069357939254133,-0.05536332179930796,-0.17279507881584008,0.07535563244905807,-0.012056901191849288,-0.17937716262975778,-0.010396001537870049,-0.0629911572472126,-0.10340638216070744,-0.11909265667051133,-0.003936947327950788,0.03844675124951941,0.08882737408688965,0.21413302575932336
HILLPDK,8,-34.2841341453055,147.2861948082437,4.57,7,4.198757763975155,0.2939130434782608,-0.1085121107266436,0.1929104190695886,0.21413302575932336,0.06698961937716265,-0.22145328719723184,-0.14173010380622836,0.2519646289888504,0.28444444444444444,0.08421376393694734,-0.024605920799692427,0.05173394848135333,-0.012056901191849288,-0.03254133025759323,0.1929104190695886,-0.05173394848135333,-0.16000000000000003,-0.08882737408688965,0.06698961937716265,-0.07111111111111111,0.041584006151480196,-0.08882737408688965,0.1085121107266436,-0.07972318339100345,-0.03254133025759323,0.06698961937716265,-0.14173010380622836,-0.019930795847750864,-0.05536332179930796,-0.03543252595155709,-0.2364628988850442,-0.17937716262975778,-0.15378700499807765,-0.10340638216070744,-0.11374086889657825,0.08882737408688965,-0.03543252595155709,-0.14173010380622836,-6.151480199923106E-5,-0.012056901191849288,0.029773164167627833,-0.186082276047674,0.0271280276816609,-0.03844675124951941,-0.05173394848135333,0.2069357939254133,-0.15378700499807765,-0.08882737408688965,-0.13016532103037293,0.003936947327950788,0.0629911572472126,0.2069357939254133,-0.0629911572472126,-0.16633602460592078,0.06698961937716265,-0.01384083044982699,-0.17937716262975778,-0.019930795847750864,-0.05536332179930796,-0.11374086889657825,-0.10340638216070744,9.84236831987697E-4,0.03844675124951941,0.08421376393694734,0.21413302575932336
HILLPDK,9,-34.28591014995551,147.2858508617863,4.58,5.8,1.694152923538231,0.0982608695652174,-0.11374086889657825,0.1929104190695886,0.2288965782391388,0.06698961937716265,-0.22145328719723184,-0.13588619761630144,0.2519646289888504,0.28444444444444444,0.07972318339100345,-0.019930795847750864,0.05911572472126105,0.002214532871972318,-0.022206843521722412,0.2069357939254133,-0.03844675124951941,-0.15378700499807765,-0.09356401384083046,0.08421376393694734,-0.07972318339100345,0.05536332179930796,-0.07972318339100345,0.11909265667051133,-0.06698961937716265,-0.012056901191849288,0.05911572472126105,-0.14173010380622836,-0.024605920799692427,-0.044844290657439445,-0.0271280276816609,-0.22145328719723184,-0.186082276047674,-0.15378700499807765,-0.11374086889657825,-0.13016532103037293,0.07972318339100345,-0.03543252595155709,-0.11374086889657825,0.004982698961937716,-0.022206843521722412,0.041584006151480196,-0.2069357939254133,0.008858131487889272,-0.03254133025759323,-0.0629911572472126,0.19986159169550174,-0.15378700499807765,-0.09842368319876971,-0.11909265667051133,0.008858131487889272,0.0629911572472126,0.2069357939254133,-0.05911572472126105,-0.16000000000000003,0.05536332179930796,-0.007443291041906958,-0.16633602460592078,-0.029773164167627833,-0.04822760476739715,-0.09842368319876971,-0.10340638216070744,0.006151480199923107,0.041584006151480196,0.07972318339100345,0.2069357939254133
HILLPDK,10,-34.28768615460546,147.285506908083,4.42,5.4,1.6264090177133654,0.0878260869565217,-0.10340638216070744,0.1929104190695886,0.21413302575932336,0.07111111111111111,-0.21413302575932336,-0.14173010380622836,0.2364628988850442,0.31009611687812383,0.07535563244905807,-0.024605920799692427,0.05911572472126105,-0.012056901191849288,-0.006151480199923107,0.19986159169550174,-0.022206843521722412,-0.14769703960015382,-0.09842368319876971,0.07972318339100345,-0.07535563244905807,0.05911572472126105,-0.09842368319876971,0.09842368319876971,-0.05536332179930796,-0.022206843521722412,0.06698961937716265,-0.13588619761630144,-0.029773164167627833,-0.05911572472126105,-0.029773164167627833,-0.22145328719723184,-0.17937716262975778,-0.17279507881584008,-0.09842368319876971,-0.1085121107266436,0.08421376393694734,-0.017777777777777778,-0.09356401384083046,-0.004982698961937716,-0.007443291041906958,0.03844675124951941,-0.19986159169550174,0.01574778931180315,-0.05173394848135333,-0.05536332179930796,0.19986159169550174,-0.15378700499807765,-0.10340638216070744,-0.11374086889657825,0.010396001537870049,0.06698961937716265,0.19986159169550174,-0.05911572472126105,-0.16000000000000003,0.06698961937716265,-0.010396001537870049,-0.16633602460592078,-0.041584006151480196,-0.03844675124951941,-0.11374086889657825,-0.08882737408688965,0.01574778931180315,0.03254133025759323,0.08882737408688965,0.2288965782391388
HILLPDK,11,-34.28946215925538,147.28516294713322,4.47,5.2,3.311036789297659,0.1721739130434782,-0.11909265667051133,0.2069357939254133,0.22145328719723184,0.05911572472126105,-0.2288965782391388,-0.13016532103037293,0.24415224913494812,0.28444444444444444,0.07972318339100345,-0.007443291041906958,0.03844675124951941,-0.008858131487889272,-0.0015378700499807767,0.21413302575932336,-0.03844675124951941,-0.17279507881584008,-0.08421376393694734,0.08421376393694734,-0.07535563244905807,0.06698961937716265,-0.08421376393694734,0.11374086889657825,-0.06698961937716265,-0.022206843521722412,0.041584006151480196,-0.12456747404844293,-0.041584006151480196,-0.04822760476739715,-0.003014225297962322,-0.21413302575932336,-0.17937716262975778,-0.17279507881584008,-0.1085121107266436,-0.13016532103037293,0.07972318339100345,-0.019930795847750864,-0.12456747404844293,-0.007443291041906958,-0.007443291041906958,0.04822760476739715,-0.1929104190695886,0.017777777777777778,-0.07111111111111111,-0.0271280276816609,0.22145328719723184,-0.16000000000000003,-0.09842368319876971,-0.09842368319876971,-0.007443291041906958,0.03543252595155709,0.186082276047674,-0.0629911572472126,-0.14769703960015382,0.06698961937716265,-0.0271280276816609,-0.16633602460592078,-0.03254133025759323,-0.041584006151480196,-0.10340638216070744,-0.08882737408688965,0.017777777777777778,0.05173394848135333,0.11374086889657825,0.1929104190695886
HILLPDK,12,-34.28974661042011,147.28731255620764,4.45,6.1,3.114754098360656,0.19,-0.05911572472126105,0.17937716262975778,0.21413302575932336,0.04822760476739715,-0.22145328719723184,-0.11909265667051133,0.2599000384467512,0.31009611687812383,0.05911572472126105,-0.012056901191849288,0.05911572472126105,-0.007443291041906958,0.010396001537870049,0.2288965782391388,-0.017777777777777778,-0.16000000000000003,-0.09842368319876971,0.07535563244905807,-0.0629911572472126,0.08421376393694734,-0.09356401384083046,0.09842368319876971,-0.08421376393694734,-0.024605920799692427,0.022206843521722412,-0.13588619761630144,-0.05173394848135333,-0.0629911572472126,-0.022206843521722412,-0.21413302575932336,-0.17937716262975778,-0.17279507881584008,-0.13016532103037293,-0.14173010380622836,0.05536332179930796,-0.019930795847750864,-0.13588619761630144,-9.84236831987697E-4,-0.024605920799692427,0.041584006151480196,-0.19986159169550174,0.024605920799692427,-0.06698961937716265,-0.03543252595155709,0.2519646289888504,-0.14769703960015382,-0.09842368319876971,-0.1085121107266436,-0.017777777777777778,0.0271280276816609,0.186082276047674,-0.07535563244905807,-0.16633602460592078,0.06698961937716265,-0.0271280276816609,-0.17279507881584008,-0.022206843521722412,-0.03543252595155709,-0.1085121107266436,-0.07535563244905807,-0.012056901191849288,0.044844290657439445,0.08421376393694734,0.17279507881584008
HILLPDK,1,-34.291379798656955,147.28910862146847,4.61,8,2.5,0.2,-0.06698961937716265,0.19986159169550174,0.2069357939254133,0.08882737408688965,-0.19986159169550174,-0.14173010380622836,0.2519646289888504,0.28444444444444444,0.08421376393694734,0.019930795847750864,0.03254133025759323,0.010396001537870049,0.01384083044982699,0.21413302575932336,-0.0015378700499807767,-0.11909265667051133,-0.09356401384083046,0.09842368319876971,-0.11909265667051133,0.07111111111111111,-0.05536332179930796,0.09356401384083046,-0.09356401384083046,-0.019930795847750864,0.019930795847750864,-0.13016532103037293,-0.05173394848135333,-0.05911572472126105,0.01384083044982699,-0.2288965782391388,-0.16633602460592078,-0.16000000000000003,-0.12456747404844293,-0.15378700499807765,0.05536332179930796,0.002214532871972318,-0.10340638216070744,0.006151480199923107,-0.01384083044982699,0.044844290657439445,-0.186082276047674,-9.84236831987697E-4,-0.07535563244905807,-0.019930795847750864,0.2288965782391388,-0.14173010380622836,-0.13016532103037293,-0.10340638216070744,-0.024605920799692427,0.05911572472126105,0.21413302575932336,-0.05911572472126105,-0.15378700499807765,0.04822760476739715,-0.01384083044982699,-0.17279507881584008,-0.05536332179930796,-0.022206843521722412,-0.13016532103037293,-0.12456747404844293,0.0015378700499807767,0.041584006151480196,0.08421376393694734,0.2069357939254133
HILLPDK,2,-34.29317286288158,147.28866040277725,4.49,6.1,1.3756236635780472,0.0839130434782608,-0.08421376393694734,0.19986159169550174,0.21413302575932336,0.06698961937716265,-0.21413302575932336,-0.13588619761630144,0.24415224913494812,0.2761399461745483,0.09356401384083046,0.017777777777777778,0.03543252595155709,5.536332179930795E-4,0.007443291041906958,0.2069357939254133,-0.003936947327950788,-0.11909265667051133,-0.1085121107266436,0.09356401384083046,-0.09842368319876971,0.06698961937716265,-0.05911572472126105,0.1085121107266436,-0.08421376393694734,-0.019930795847750864,0.019930795847750864,-0.12456747404844293,-0.0629911572472126,-0.05536332179930796,0.0271280276816609,-0.2364628988850442,-0.14173010380622836,-0.15378700499807765,-0.09842368319876971,-0.15378700499807765,0.04822760476739715,0.006151480199923107,-0.1085121107266436,0.0271280276816609,-0.006151480199923107,0.041584006151480196,-0.1929104190695886,0.004982698961937716,-0.0629911572472126,-0.03254133025759323,0.24415224913494812,-0.14769703960015382,-0.13588619761630144,-0.09356401384083046,-0.03254133025759323,0.07535563244905807,0.186082276047674,-0.05911572472126105,-0.14769703960015382,0.0629911572472126,-0.017777777777777778,-0.16000000000000003,-0.03844675124951941,-0.044844290657439445,-0.14173010380622836,-0.11909265667051133,-0.007443291041906958,0.05173394848135333,0.07972318339100345,0.19986159169550174
HILLPDK,3,-34.295481896443135,147.28829809137258,4.48,7.6,8.409610983981693,0.6391304347826087,-0.1085121107266436,0.21413302575932336,0.1929104190695886,0.05173394848135333,-0.19986159169550174,-0.09356401384083046,0.2519646289888504,0.28444444444444444,0.10340638216070744,0.03844675124951941,0.029773164167627833,-0.017777777777777778,0.0271280276816609,0.22145328719723184,-0.05173394848135333,-0.15378700499807765,-0.09842368319876971,0.11374086889657825,-0.09356401384083046,0.07535563244905807,-0.05911572472126105,0.14173010380622836,-0.09356401384083046,-0.05536332179930796,0.007443291041906958,-0.14769703960015382,-0.05911572472126105,-0.05173394848135333,0.017777777777777778,-0.22145328719723184,-0.12456747404844293,-0.14769703960015382,-0.12456747404844293,-0.14769703960015382,0.03543252595155709,0.017777777777777778,-0.13588619761630144,0.03543252595155709,-0.01574778931180315,0.0271280276816609,-0.186082276047674,-0.008858131487889272,-0.05911572472126105,-0.010396001537870049,0.2364628988850442,-0.12456747404844293,-0.1085121107266436,-0.08882737408688965,-0.05173394848135333,0.0629911572472126,0.17937716262975778,-0.04822760476739715,-0.14173010380622836,0.05173394848135333,-0.041584006151480196,-0.186082276047674,-0.024605920799692427,-0.04822760476739715,-0.11374086889657825,-0.13588619761630144,-0.0271280276816609,0.05173394848135333,0.09356401384083046,0.186082276047674
HILLPDK,4,-34.29512829871996,147.2865215346366,4.76,8.6,6.774519716885743,0.5826086956521739,-0.08882737408688965,0.22145328719723184,0.1929104190695886,0.05173394848135333,-0.19986159169550174,-0.09356401384083046,0.24415224913494812,0.2679584775086506,0.08421376393694734,0.04822760476739715,0.029773164167627833,0.007443291041906958,0.008858131487889272,0.21413302575932336,-0.019930795847750864,-0.15378700499807765,-0.10340638216070744,0.13016532103037293,-0.11909265667051133,0.09842368319876971,-0.04822760476739715,0.11909265667051133,-0.08882737408688965,-0.05536332179930796,0.03254133025759323,-0.15378700499807765,-0.04822760476739715,-0.07972318339100345,0.03543252595155709,-0.19986159169550174,-0.15378700499807765,-0.14173010380622836,-0.12456747404844293,-0.16000000000000003,0.022206843521722412,0.008858131487889272,-0.11909265667051133,0.012056901191849288,-0.01384083044982699,0.006151480199923107,-0.21413302575932336,2.4605920799692423E-4,-0.08882737408688965,-0.0271280276816609,0.22145328719723184,-0.11374086889657825,-0.09356401384083046,-0.1085121107266436,-0.03254133025759323,0.06698961937716265,0.1929104190695886,-0.08421376393694734,-0.16633602460592078,0.044844290657439445,-0.03844675124951941,-0.1929104190695886,-0.03543252595155709,-0.044844290657439445,-0.07535563244905807,-0.13016532103037293,-0.029773164167627833,0.05911572472126105,0.11374086889657825,0.186082276047674
HILLPDK,5,-34.29341365925267,147.28650540354812,4.63,5.7,1.1899313501144166,0.0678260869565217,-0.07972318339100345,0.17279507881584008,0.186082276047674,0.07535563244905807,-0.1929104190695886,-0.11374086889657825,0.2679584775086506,0.2761399461745483,0.08882737408688965,0.012056901191849288,0.03254133025759323,0.010396001537870049,0.006151480199923107,0.22145328719723184,-0.01574778931180315,-0.14173010380622836,-0.1085121107266436,0.11374086889657825,-0.11909265667051133,0.07972318339100345,-0.04822760476739715,0.10340638216070744,-0.08882737408688965,-0.044844290657439445,9.84236831987697E-4,-0.13588619761630144,-0.05536332179930796,-0.0629911572472126,0.017777777777777778,-0.22145328719723184,-0.16633602460592078,-0.16000000000000003,-0.13016532103037293,-0.14769703960015382,0.024605920799692427,0.003014225297962322,-0.11374086889657825,0.007443291041906958,-0.022206843521722412,0.024605920799692427,-0.1929104190695886,-0.006151480199923107,-0.06698961937716265,-0.041584006151480196,0.24415224913494812,-0.13016532103037293,-0.13016532103037293,-0.10340638216070744,-0.019930795847750864,0.07535563244905807,0.19986159169550174,-0.0629911572472126,-0.16000000000000003,0.041584006151480196,-0.024605920799692427,-0.16633602460592078,-0.044844290657439445,-0.044844290657439445,-0.12456747404844293,-0.09842368319876971,0.006151480199923107,0.04822760476739715,0.07535563244905807,0.19986159169550174
HILLPDK,6,-34.29200997414052,147.2872213848739,4.77,7.2,2.8864734299516903,0.2078260869565217,-0.10340638216070744,0.2069357939254133,0.19986159169550174,0.05536332179930796,-0.2069357939254133,-0.11374086889657825,0.2761399461745483,0.28444444444444444,0.08421376393694734,0.03543252595155709,0.029773164167627833,0.022206843521722412,0.01574778931180315,0.2069357939254133,0.007443291041906958,-0.14769703960015382,-0.10340638216070744,0.11909265667051133,-0.1085121107266436,0.08882737408688965,-0.05173394848135333,0.09842368319876971,-0.09842368319876971,-0.03844675124951941,0.01384083044982699,-0.15378700499807765,-0.05536332179930796,-0.0629911572472126,0.03543252595155709,-0.2069357939254133,-0.17279507881584008,-0.15378700499807765,-0.10340638216070744,-0.16000000000000003,0.024605920799692427,-6.151480199923106E-5,-0.10340638216070744,-0.003014225297962322,-0.003936947327950788,0.0271280276816609,-0.21413302575932336,9.84236831987697E-4,-0.0629911572472126,-0.044844290657439445,0.2288965782391388,-0.13016532103037293,-0.1085121107266436,-0.1085121107266436,-0.029773164167627833,0.05911572472126105,0.2069357939254133,-0.0629911572472126,-0.16000000000000003,0.04822760476739715,-0.01384083044982699,-0.186082276047674,-0.044844290657439445,-0.03254133025759323,-0.09842368319876971,-0.11909265667051133,-0.01384083044982699,0.03844675124951941,0.10340638216070744,0.17937716262975778
HILLPDK,7,-34.2913927920136,147.28326605151088,7,22,0.5098814229249012,0.1121739130434782,-0.09842368319876971,0.19986159169550174,0.1929104190695886,0.05173394848135333,-0.21413302575932336,-0.13016532103037293,0.2599000384467512,0.3014225297962323,0.07972318339100345,-0.004982698961937716,0.03254133025759323,0.012056901191849288,0.017777777777777778,0.1929104190695886,-0.0271280276816609,-0.16000000000000003,-0.08421376393694734,0.1085121107266436,-0.11909265667051133,0.09356401384083046,-0.06698961937716265,0.11909265667051133,-0.09356401384083046,-0.041584006151480196,0.002214532871972318,-0.15378700499807765,-0.05173394848135333,-0.07111111111111111,0.008858131487889272,-0.2069357939254133,-0.16000000000000003,-0.15378700499807765,-0.12456747404844293,-0.16000000000000003,0.05173394848135333,-0.029773164167627833,-0.13588619761630144,0.010396001537870049,-0.03254133025759323,0.044844290657439445,-0.1929104190695886,0.008858131487889272,-0.05911572472126105,-0.022206843521722412,0.22145328719723184,-0.13016532103037293,-0.09842368319876971,-0.10340638216070744,-0.024605920799692427,0.044844290657439445,0.17937716262975778,-0.0629911572472126,-0.16000000000000003,0.07535563244905807,-0.029773164167627833,-0.17937716262975778,-0.0271280276816609,-0.04822760476739715,-0.1085121107266436,-0.1085121107266436,-9.84236831987697E-4,0.04822760476739715,0.08421376393694734,0.186082276047674
HILLPDK,8,-34.29195150444922,147.284799431244,4.34,4.6,3.137996219281664,0.1443478260869565,-0.09356401384083046,0.2069357939254133,0.1929104190695886,0.044844290657439445,-0.2069357939254133,-0.13016532103037293,0.2761399461745483,0.28444444444444444,0.08882737408688965,0.01384083044982699,0.03543252595155709,0.024605920799692427,0.010396001537870049,0.2069357939254133,-0.003014225297962322,-0.14769703960015382,-0.1085121107266436,0.10340638216070744,-0.11909265667051133,0.07535563244905807,-0.05536332179930796,0.10340638216070744,-0.09356401384083046,-0.022206843521722412,0.024605920799692427,-0.14769703960015382,-0.07111111111111111,-0.0629911572472126,0.022206843521722412,-0.2364628988850442,-0.16000000000000003,-0.16633602460592078,-0.10340638216070744,-0.14769703960015382,0.03543252595155709,0.003014225297962322,-0.09356401384083046,-5.536332179930795E-4,0.008858131487889272,0.03543252595155709,-0.2069357939254133,-0.003936947327950788,-0.06698961937716265,-0.03844675124951941,0.2364628988850442,-0.14173010380622836,-0.12456747404844293,-0.09356401384083046,-0.024605920799692427,0.05536332179930796,0.186082276047674,-0.05536332179930796,-0.15378700499807765,0.05173394848135333,-0.0271280276816609,-0.17279507881584008,-0.03844675124951941,-0.044844290657439445,-0.11374086889657825,-0.11374086889657825,-0.019930795847750864,0.03844675124951941,0.09842368319876971,0.1929104190695886
HILLPDK,9,-34.29351068229199,147.28475225032915,4.36,5.6,3.012422360248447,0.168695652173913,-0.08421376393694734,0.21413302575932336,0.19986159169550174,0.05173394848135333,-0.19986159169550174,-0.1085121107266436,0.2599000384467512,0.2761399461745483,0.10340638216070744,0.03543252595155709,0.024605920799692427,0.024605920799692427,-0.006151480199923107,0.22145328719723184,-0.01384083044982699,-0.13016532103037293,-0.10340638216070744,0.13016532103037293,-0.11909265667051133,0.07535563244905807,-0.05173394848135333,0.1085121107266436,-0.09356401384083046,-0.03543252595155709,0.0271280276816609,-0.16000000000000003,-0.06698961937716265,-0.05536332179930796,0.01574778931180315,-0.22145328719723184,-0.16000000000000003,-0.16000000000000003,-0.11374086889657825,-0.15378700499807765,0.03844675124951941,0.002214532871972318,-0.09842368319876971,0.006151480199923107,-0.003936947327950788,0.03543252595155709,-0.2069357939254133,-0.002214532871972318,-0.07972318339100345,-0.0271280276816609,0.21413302575932336,-0.12456747404844293,-0.13016532103037293,-0.11374086889657825,-0.0271280276816609,0.07111111111111111,0.1929104190695886,-0.0629911572472126,-0.14769703960015382,0.05173394848135333,-0.022206843521722412,-0.186082276047674,-0.041584006151480196,-0.041584006151480196,-0.11374086889657825,-0.11909265667051133,-0.01574778931180315,0.03844675124951941,0.09356401384083046,0.1929104190695886
HILLPDK,10,-34.29489440365909,147.28400225202944,4.57,8.1,5.421363392377885,0.4391304347826087,-0.10340638216070744,0.21413302575932336,0.22145328719723184,0.05173394848135333,-0.1929104190695886,-0.11374086889657825,0.24415224913494812,0.2761399461745483,0.09356401384083046,0.05536332179930796,0.019930795847750864,0.01574778931180315,0.002214532871972318,0.21413302575932336,-0.0271280276816609,-0.15378700499807765,-0.08882737408688965,0.14173010380622836,-0.11374086889657825,0.07972318339100345,-0.04822760476739715,0.12456747404844293,-0.08421376393694734,-0.04822760476739715,0.012056901191849288,-0.16000000000000003,-0.0629911572472126,-0.05173394848135333,0.017777777777777778,-0.21413302575932336,-0.16000000000000003,-0.16000000000000003,-0.12456747404844293,-0.16000000000000003,0.03254133025759323,-0.006151480199923107,-0.1085121107266436,-0.012056901191849288,-0.012056901191849288,0.03543252595155709,-0.19986159169550174,0.003936947327950788,-0.0629911572472126,-0.022206843521722412,0.19986159169550174,-0.12456747404844293,-0.10340638216070744,-0.09842368319876971,-0.029773164167627833,0.04822760476739715,0.1929104190695886,-0.05536332179930796,-0.14769703960015382,0.04822760476739715,-0.03543252595155709,-0.1929104190695886,-0.012056901191849288,-0.04822760476739715,-0.09842368319876971,-0.11909265667051133,-0.044844290657439445,0.03254133025759323,0.12456747404844293,0.186082276047674
HILLPDK,11,-34.29487493916794,147.2823381601852,4.9,11,9.1699604743083,1.008695652173913,-0.13016532103037293,0.2069357939254133,0.2288965782391388,0.05536332179930796,-0.2069357939254133,-0.08882737408688965,0.2288965782391388,0.3014225297962323,0.09842368319876971,0.044844290657439445,0.019930795847750864,0.002214532871972318,0.01384083044982699,0.22145328719723184,-0.05911572472126105,-0.16000000000000003,-0.09842368319876971,0.1085121107266436,-0.11909265667051133,0.07111111111111111,-0.04822760476739715,0.13016532103037293,-0.09356401384083046,-0.044844290657439445,-0.008858131487889272,-0.15378700499807765,-0.05536332179930796,-0.03844675124951941,0.022206843521722412,-0.22145328719723184,-0.14769703960015382,-0.14769703960015382,-0.12456747404844293,-0.15378700499807765,0.03844675124951941,0.007443291041906958,-0.14173010380622836,0.01384083044982699,-0.0271280276816609,0.044844290657439445,-0.21413302575932336,0.012056901191849288,-0.04822760476739715,-0.0271280276816609,0.2069357939254133,-0.11909265667051133,-0.09356401384083046,-0.09356401384083046,-0.04822760476739715,0.044844290657439445,0.21413302575932336,-0.029773164167627833,-0.12456747404844293,0.05536332179930796,-0.04822760476739715,-0.17937716262975778,-0.01384083044982699,-0.04822760476739715,-0.07111111111111111,-0.11374086889657825,-0.044844290657439445,0.03543252595155709,0.10340638216070744,0.17279507881584008
